"TIPO_EVENTO";"DEPARTAMENTO";"CODIGO_DANE_DEPARTAMENTO";"MUNICIPIO";"CODIGO_DANE_MUNICIPIO";"AÑO";"MES";"EVENTO";"TIPO_LUGAR";"TIPO_AREA";"LATITUD_CABECERA";"LONGITUD_CABECERA";"SITIO";"UBICACION";"uno";"date"
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TEORAMA";54800;2009;7;"Incidente";"Sin informacion";"Rural";9.0025;-73.084167;"Alta Indias";"POINT (-73.084167 9.0025)";"2009-07-01";39995
"Desminado militar en operaciones";"ARAUCA";81;"FORTUL";81300;2013;10;"Incidente";"Sin informacion";"Rural";6.7175;-71.68111111;"Vereda Caranal";"POINT (-71.68111111 6.7175)";"2013-10-01";41548
"Incautaciones";"CESAR";20;"BECERRIL";20045;1993;2;"Incidente";"Sin informacion";"Rural";9.703258;-73.282618;"";"POINT (-73.282618 9.703258)";"1993-02-01";34001
"Accidente por MAP";"NORTE DE SANTANDER";54;"EL CARMEN";54245;2011;3;"Accidente";"Sin informacion";"Rural";8.7425;-73.37916667;"Sin información";"POINT (-73.37916667 8.7425)";"2011-03-01";40603
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2005;2;"Incidente";"Sin informacion";"Rural";2.935784174;-73.21095473;"La Cooperativa";"POINT (-73.21095473 2.935784174)";"2005-02-01";38384
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2009;10;"Incidente";"Sin informacion";"Rural";2.375;-73.252778;"Sector Corregimiento Pueblo Nuevo";"POINT (-73.252778 2.375)";"2009-10-01";40087
"Accidente por MAP";"BOLIVAR";13;"ACHÍ";13006;2003;3;"Accidente";"Sin informacion";"Rural";8.573333;-74.560996;"Zona Rural Del Municipio De Achí";"POINT (-74.560996 8.573333)";"2003-03-01";37681
"Accidente por MAP";"META";50;"VISTAHERMOSA";50711;2009;6;"Accidente";"Sin informacion";"Rural";3.125088;-73.752373;"";"POINT (-73.752373 3.125088)";"2009-06-01";39965
"Sospecha de campo minado";"BOYACA";15;"PISBA";15550;2003;2;"Incidente";"Sin informacion";"Rural";5.80798;-72.488547;"";"POINT (-72.488547 5.80798)";"2003-02-01";37653
"Desminado militar en operaciones";"BOYACA";15;"MONGUA";15464;2010;1;"Incidente";"Sin informacion";"Rural";5.671389;-72.656111;"Quebrada Las Casas";"POINT (-72.656111 5.671389)";"2010-01-01";40179
"Incautaciones";"META";50;"URIBE";50370;2009;10;"Incidente";"Campamentos ilegales";"Rural";2.958611;-74.409444;"El Guayabero";"POINT (-74.409444 2.958611)";"2009-10-01";40087
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2010;10;"Incidente";"Sin informacion";"Rural";2.790278;-73.960556;"La Escalera";"POINT (-73.960556 2.790278)";"2010-10-01";40452
"Desminado militar en operaciones";"META";50;"URIBE";50370;2014;5;"Incidente";"Sin informacion";"Rural";3.005277778;-74.47166667;"Vereda Puerto Mosco";"POINT (-74.47166667 3.005277778)";"2014-05-01";41760
"Incautaciones";"CALDAS";17;"MARULANDA";17446;2006;5;"Incidente";"Sin informacion";"Rural";5.284208;-75.260392;"";"POINT (-75.260392 5.284208)";"2006-05-01";38838
"Desminado militar en operaciones";"HUILA";41;"COLOMBIA";41206;2012;1;"Incidente";"Sin informacion";"Rural";3.454444;-74.71;"Vereda San Antonio Alto";"POINT (-74.71 3.454444)";"2012-01-01";40909
"Desminado militar en operaciones";"TOLIMA";73;"ORTEGA";73504;2006;5;"Incidente";"Sin informacion";"Rural";3.936022;-75.219681;"";"POINT (-75.219681 3.936022)";"2006-05-01";38838
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2008;7;"Incidente";"Sin informacion";"Rural";2.939542;-73.207891;"Municipio Puerto Rico";"POINT (-73.207891 2.939542)";"2008-07-01";39630
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO LEGUÍZAMO";86573;2013;6;"Incidente";"Sin informacion";"Rural";0.071388889;-75.57833333;"La Concepcion";"POINT (-75.57833333 0.071388889)";"2013-06-01";41426
"Desminado militar en operaciones";"CUNDINAMARCA";25;"TOPAIPÍ";25823;2004;5;"Incidente";"Sin informacion";"Rural";5.322222;-74.241111;"";"POINT (-74.241111 5.322222)";"2004-05-01";38108
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2010;1;"Incidente";"Sin informacion";"Rural";2.5475;-73.730833;"El Caño Yarumales";"POINT (-73.730833 2.5475)";"2010-01-01";40179
"Desminado militar en operaciones";"HUILA";41;"TELLO";41799;2012;1;"Incidente";"Sin informacion";"Rural";2.9575;-74.926111;"El Cadillo";"POINT (-74.926111 2.9575)";"2012-01-01";40909
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2008;12;"Incidente";"Sin informacion";"Rural";2.884167;-73.829722;"Caño Amarillo";"POINT (-73.829722 2.884167)";"2008-12-01";39783
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2014;12;"Incidente";"Sin informacion";"Rural";2.001666667;-75.01583333;"Vereda El Libano";"POINT (-75.01583333 2.001666667)";"2014-12-01";41974
"Sospecha de campo minado";"ANTIOQUIA";5;"CARMEN DE VIBORAL";5148;2015;1;"Incidente";"Fincas";"Rural";5.88336;-75.25901;"Terminal De La Vibora";"POINT (-75.25901 5.88336)";"2015-01-01";42005
"Desminado militar en operaciones";"CAUCA";19;"ARGELIA";19050;2015;8;"Incidente";"Sin informacion";"Rural";2.164722222;-77.21555556;"Cruce San Sebastian";"POINT (-77.21555556 2.164722222)";"2015-08-01";42217
"Desminado militar en operaciones";"TOLIMA";73;"CHAPARRAL";73168;2011;7;"Incidente";"Sin informacion";"Rural";3.739444;-75.652778;"Vereda La Cabaña";"POINT (-75.652778 3.739444)";"2011-07-01";40725
"Desminado militar en operaciones";"ARAUCA";81;"SARAVENA";81736;2014;7;"Incidente";"Sin informacion";"Rural";6.937222222;-71.72694444;"Pk 68+450 Occ Vereda Comuneros";"POINT (-71.72694444 6.937222222)";"2014-07-01";41821
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2013;3;"Incidente";"Sin informacion";"Rural";2.664444444;-74.8558333;"Vereda La Libertad";"POINT (-74.8558333 2.664444444)";"2013-03-01";41334
"Desminado militar en operaciones";"NARIÑO";52;"RICAURTE";52612;2011;11;"Incidente";"Sin informacion";"Rural";1.223611;-78.041944;"Ospina Perez";"POINT (-78.041944 1.223611)";"2011-11-01";40848
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2013;11;"Incidente";"Sin informacion";"Rural";6.43;-71.295;"Versalles";"POINT (-71.295 6.43)";"2013-11-01";41579
"Desminado militar en operaciones";"META";50;"URIBE";50370;2015;4;"Incidente";"Sin informacion";"Rural";3.013888889;-74.39611111;"Vereda Candilejas";"POINT (-74.39611111 3.013888889)";"2015-04-01";42095
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2017;5;"Incidente";"Sin informacion";"Rural";6.821111111;-71.42888889;"BRISAS DE CARANAL";"POINT (-71.42888889 6.821111111)";"2017-05-01";42856
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2014;10;"Incidente";"Sin informacion";"Rural";2.0525;-75.0275;"Vereda El Retorno";"POINT (-75.0275 2.0525)";"2014-10-01";41913
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2006;6;"Incidente";"Sin informacion";"Rural";2.673055556;-73.09277778;"Area General";"POINT (-73.09277778 2.673055556)";"2006-06-01";38869
"Desminado militar en operaciones";"ARAUCA";81;"FORTUL";81300;2018;12;"Incidente";"Sin informacion";"Rural";6.800277778;-71.76444444;"NUEVO FORTUL";"POINT (-71.76444444 6.800277778)";"2018-12-01";43435
"Accidente por MAP";"META";50;"VISTAHERMOSA";50711;2006;1;"Accidente";"Sin informacion";"Rural";3.092292;-73.781506;"Vereda Albania, Finca Don Pepe";"POINT (-73.781506 3.092292)";"2006-01-01";38718
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2012;5;"Incidente";"Sin informacion";"Rural";3.051944;-75.725556;"Vereda El Oso";"POINT (-75.725556 3.051944)";"2012-05-01";41030
"Incautaciones";"SANTANDER";68;"SUCRE";68773;2003;3;"Incidente";"Sin informacion";"Rural";5.912279;-73.795553;"";"POINT (-73.795553 5.912279)";"2003-03-01";37681
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2005;7;"Incidente";"Sin informacion";"Rural";0.502569;-76.49818;"Perímetro Urbano";"POINT (-76.49818 0.502569)";"2005-07-01";38534
"Desminado militar en operaciones";"CAUCA";19;"CORINTO";19212;2013;5;"Incidente";"Sin informacion";"Rural";3.170555556;-76.25916667;"Vereda El Tablon";"POINT (-76.25916667 3.170555556)";"2013-05-01";41395
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2008;11;"Incidente";"Sin informacion";"Rural";2.544167;-74.605278;"San Juan De Lozada";"POINT (-74.605278 2.544167)";"2008-11-01";39753
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"JAMUNDÍ";76364;2013;5;"Incidente";"Sin informacion";"Rural";3.177777778;-76.72666667;"Vereda El Alba";"POINT (-76.72666667 3.177777778)";"2013-05-01";41395
"Desminado militar en operaciones";"TOLIMA";73;"IBAGUÉ";73001;2002;11;"Incidente";"Sin informacion";"Rural";4.438991;-75.232272;"";"POINT (-75.232272 4.438991)";"2002-11-01";37561
"Desminado militar en operaciones";"ANTIOQUIA";5;"ITUANGO";5361;2015;10;"Incidente";"Sin informacion";"Rural";7.176944444;-75.61972222;"Vereda San Antonio";"POINT (-75.61972222 7.176944444)";"2015-10-01";42278
"Desminado militar en operaciones";"NARIÑO";52;"CUMBITARA";52233;2007;6;"Incidente";"Sin informacion";"Rural";1.625278;-77.593889;"";"POINT (-77.593889 1.625278)";"2007-06-01";39234
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2014;9;"Incidente";"Sin informacion";"Rural";2.588055556;-74.77166667;"Vereda La Campana";"POINT (-74.77166667 2.588055556)";"2014-09-01";41883
"Desminado militar en operaciones";"META";50;"URIBE";50370;2015;1;"Incidente";"Sin informacion";"Rural";3.129722222;-74.45611111;"Vereda El Tigre";"POINT (-74.45611111 3.129722222)";"2015-01-01";42005
"Desminado militar en operaciones";"HUILA";41;"ALGECIRAS";41020;2010;9;"Incidente";"Sin informacion";"Rural";2.600556;-75.152778;"Termopilas";"POINT (-75.152778 2.600556)";"2010-09-01";40422
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2015;7;"Incidente";"Sin informacion";"Rural";6.668333333;-71.35333333;"La Guaira";"POINT (-71.35333333 6.668333333)";"2015-07-01";42186
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2013;1;"Incidente";"Sin informacion";"Rural";2.490833333;-74.1941667;"Vereda Caño Juan";"POINT (-74.1941667 2.490833333)";"2013-01-01";41275
"Accidente por MAP";"CAQUETA";18;"CARTAGENA DEL CHAIRÁ";18150;2004;7;"Accidente";"Sin informacion";"Rural";0.848056;-74.464167;"Area General Cartagena Del Chaira";"POINT (-74.464167 0.848056)";"2004-07-01";38169
"Desminado militar en operaciones";"CUNDINAMARCA";25;"PULÍ";25580;2002;11;"Incidente";"Sin informacion";"Rural";4.725556;-74.704167;"";"POINT (-74.704167 4.725556)";"2002-11-01";37561
"Accidente por MAP";"ANTIOQUIA";5;"NARIÑO";5483;2004;7;"Accidente";"Sin informacion";"Rural";5.609351;-75.176737;"Camino De Rio Arriba";"POINT (-75.176737 5.609351)";"2004-07-01";38169
"Accidente por MAP";"ANTIOQUIA";5;"REMEDIOS";5604;2001;11;"Accidente";"Sin informacion";"Rural";7.043611;-74.707778;"Sin información";"POINT (-74.707778 7.043611)";"2001-11-01";37196
"Incautaciones";"NORTE DE SANTANDER";54;"SAN CALIXTO";54670;1993;8;"Incidente";"Sin informacion";"Rural";8.406291;-73.211567;"";"POINT (-73.211567 8.406291)";"1993-08-01";34182
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2014;1;"Incidente";"Sin informacion";"Rural";7.431388889;-75.24;"Vereda Potrero Largo";"POINT (-75.24 7.431388889)";"2014-01-01";41640
"Accidente por MAP";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2010;11;"Accidente";"Sin informacion";"Rural";7.675583333;-75.83116667;"La Mulata";"POINT (-75.83116667 7.675583333)";"2010-11-01";40483
"Accidente por MAP";"CORDOBA";23;"TIERRALTA";23807;2013;7;"Accidente";"Sin informacion";"Rural";7.837777778;-76.33055556;"Rio Verde";"POINT (-76.33055556 7.837777778)";"2013-07-01";41456
"Desminado militar en operaciones";"ANTIOQUIA";5;"GUADALUPE";5315;2011;4;"Incidente";"Sin informacion";"Rural";6.914444;-75.205278;"La Vereda El Morron";"POINT (-75.205278 6.914444)";"2011-04-01";40634
"Accidente por MAP";"NORTE DE SANTANDER";54;"TEORAMA";54800;2011;3;"Accidente";"Sin informacion";"Rural";8.605277778;-73.20666667;"";"POINT (-73.20666667 8.605277778)";"2011-03-01";40603
"Desminado militar en operaciones";"BOLIVAR";13;"ZAMBRANO";13894;2006;3;"Incidente";"Sin informacion";"Rural";9.853611;-74.895278;"";"POINT (-74.895278 9.853611)";"2006-03-01";38777
"Accidente por MAP";"RISARALDA";66;"SANTUARIO";66687;2001;8;"Accidente";"Sin informacion";"Rural";5.075597;-75.964816;"Vereda Tamborales";"POINT (-75.964816 5.075597)";"2001-08-01";37104
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2011;3;"Incidente";"Sin informacion";"Rural";7.904722;-76.178056;"Chipas";"POINT (-76.178056 7.904722)";"2011-03-01";40603
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2011;9;"Incidente";"Sin informacion";"Rural";7.492222;-75.478333;"El Embaretado";"POINT (-75.478333 7.492222)";"2011-09-01";40787
"Desminado militar en operaciones";"NARIÑO";52;"RICAURTE";52612;2013;2;"Incidente";"Sin informacion";"Rural";1.056388889;-78.1316667;"Nulpe Alto";"POINT (-78.1316667 1.056388889)";"2013-02-01";41306
"Desminado militar en operaciones";"BOLIVAR";13;"SAN PABLO";13670;2012;1;"Incidente";"Sin informacion";"Rural";7.406944;-74.065556;"Cerro Azul";"POINT (-74.065556 7.406944)";"2012-01-01";40909
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2003;5;"Incidente";"Sin informacion";"Rural";2.666667;-74.731944;"Coreguaje-Ejer Location";"POINT (-74.731944 2.666667)";"2003-05-01";37742
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2015;3;"Incidente";"Sin informacion";"Rural";2.866666667;-73.21638889;"Vereda San Rafael";"POINT (-73.21638889 2.866666667)";"2015-03-01";42064
"Desminado militar en operaciones";"ANTIOQUIA";5;"GUADALUPE";5315;2015;9;"Incidente";"Sin informacion";"Rural";6.9175;-75.20388889;"Vda. El Morron";"POINT (-75.20388889 6.9175)";"2015-09-01";42248
"Sospecha de campo minado";"ANTIOQUIA";5;"SAN CARLOS";5649;2011;12;"Incidente";"Caminos";"Rural";6.185461;-74.918953;"San Blas Parte Alta";"POINT (-74.918953 6.185461)";"2011-12-01";40878
"Accidente por MAP";"ANTIOQUIA";5;"ITUANGO";5361;2006;6;"Accidente";"Sin informacion";"Rural";7.171637;-75.764403;"Vereda Santa Lucia";"POINT (-75.764403 7.171637)";"2006-06-01";38869
"Accidente por MAP";"TOLIMA";73;"DOLORES";73236;2006;7;"Accidente";"Sin informacion";"Rural";3.539477;-74.897326;"Sin información";"POINT (-74.897326 3.539477)";"2006-07-01";38899
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"PRADERA";76563;2012;3;"Incidente";"Sin informacion";"Rural";3.395;-76.173056;"Vereda La Fria";"POINT (-76.173056 3.395)";"2012-03-01";40969
"Accidente por MAP";"NARIÑO";52;"BARBACOAS";52079;2008;6;"Accidente";"Sin informacion";"Rural";1.672216;-78.138537;"Sin información";"POINT (-78.138537 1.672216)";"2008-06-01";39600
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO GUZMÁN";86571;2009;1;"Incidente";"Sin informacion";"Rural";0.901944;-76.196389;"Vereda Pernambuco";"POINT (-76.196389 0.901944)";"2009-01-01";39814
"Incautaciones";"META";50;"PUERTO LLERAS";50577;2006;7;"Incidente";"Sin informacion";"Rural";3.086667;-73.226667;"";"POINT (-73.226667 3.086667)";"2006-07-01";38899
"Accidente por MAP";"ANTIOQUIA";5;"YARUMAL";5887;2006;7;"Accidente";"Sin informacion";"Rural";7.071255;-75.354566;"Sin información";"POINT (-75.354566 7.071255)";"2006-07-01";38899
"Accidente por MAP";"NORTE DE SANTANDER";54;"TEORAMA";54800;2013;1;"Accidente";"Sin informacion";"Rural";8.655555556;-73.23194444;"Sin información";"POINT (-73.23194444 8.655555556)";"2013-01-01";41275
"Desminado militar en operaciones";"NARIÑO";52;"MALLAMA";52435;2012;10;"Incidente";"Sin informacion";"Rural";1.390833333;-77.8333333;"Santa Maria";"POINT (-77.8333333 1.390833333)";"2012-10-01";41183
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2012;9;"Incidente";"Sin informacion";"Rural";3.188055556;-74.1747222;"Vereda Manantial";"POINT (-74.1747222 3.188055556)";"2012-09-01";41153
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2002;4;"Incidente";"Sin informacion";"Rural";2.66;-74.831944;"";"POINT (-74.831944 2.66)";"2002-04-01";37347
"Desminado militar en operaciones";"CAUCA";19;"CALOTO";19142;2013;1;"Incidente";"Sin informacion";"Rural";3.036111111;-76.3938889;"Vereda La Selvita";"POINT (-76.3938889 3.036111111)";"2013-01-01";41275
"Incautaciones";"ANTIOQUIA";5;"ZARAGOZA";5895;2003;4;"Incidente";"Sin informacion";"Rural";7.490632;-74.867778;"";"POINT (-74.867778 7.490632)";"2003-04-01";37712
"Desminado militar en operaciones";"ANTIOQUIA";5;"BRICEÑO";5107;2013;1;"Incidente";"Sin informacion";"Rural";7.113888889;-75.6116667;"La Calera";"POINT (-75.6116667 7.113888889)";"2013-01-01";41275
"Desminado militar en operaciones";"BOLIVAR";13;"EL CARMEN DE BOLÍVAR";13244;2003;2;"Incidente";"Sin informacion";"Rural";9.747778;-75.2675;"";"POINT (-75.2675 9.747778)";"2003-02-01";37653
"Accidente por MAP";"META";50;"MESETAS";50330;2012;1;"Accidente";"Sin informacion";"Rural";3.376428773;-74.04583224;"HONDAS DEL CAFRE";"POINT (-74.04583224 3.376428773)";"2012-01-01";40909
"Incautaciones";"ARAUCA";81;"ARAUQUITA";81065;2009;5;"Incidente";"Campamentos ilegales";"Rural";6.575833;-71.182778;"El Normandía";"POINT (-71.182778 6.575833)";"2009-05-01";39934
"Desminado militar en operaciones";"BOYACA";15;"SOCOTÁ";15755;2007;7;"Incidente";"Sin informacion";"Rural";6.040656;-72.636316;"";"POINT (-72.636316 6.040656)";"2007-07-01";39264
"Accidente por MAP";"CAQUETA";18;"PUERTO RICO";18592;2010;6;"Accidente";"Sin informacion";"Rural";2.402222222;-75.19583333;"Sin información";"POINT (-75.19583333 2.402222222)";"2010-06-01";40330
"Incautaciones";"PUTUMAYO";86;"PUERTO GUZMÁN";86571;2006;7;"Incidente";"Sin informacion";"Rural";0.964878;-76.407827;"";"POINT (-76.407827 0.964878)";"2006-07-01";38899
"Desminado militar en operaciones";"CUNDINAMARCA";25;"UBALÁ";25839;2011;6;"Incidente";"Sin informacion";"Rural";4.788889;-73.406944;"Vereda Santa Rosita";"POINT (-73.406944 4.788889)";"2011-06-01";40695
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;6;"Incidente";"Sin informacion";"Rural";3.002778;-75.841111;"Vereda Lejanias";"POINT (-75.841111 3.002778)";"2011-06-01";40695
"Accidente por MAP";"NORTE DE SANTANDER";54;"TEORAMA";54800;2015;8;"Accidente";"Sin informacion";"Rural";8.607222222;-73.19166667;"Corregimiento La Cecilia";"POINT (-73.19166667 8.607222222)";"2015-08-01";42217
"Sospecha de campo minado";"BOLIVAR";13;"EL CARMEN DE BOLÍVAR";13244;2009;12;"Incidente";"Sin informacion";"Rural";9.67889;-75.34044;"Vereda El Limon";"POINT (-75.34044 9.67889)";"2009-12-01";40148
"Accidente por MAP";"CALDAS";17;"SAMANÁ";17662;2006;9;"Accidente";"Sin informacion";"Rural";5.610278;-75.010556;"Vereda Cuchilla Villalobos";"POINT (-75.010556 5.610278)";"2006-09-01";38961
"Accidente por MAP";"ARAUCA";81;"TAME";81794;2007;8;"Accidente";"Sin informacion";"Rural";6.589;-71.305;"Sector Caño Verde";"POINT (-71.305 6.589)";"2007-08-01";39295
"Incautaciones";"NORTE DE SANTANDER";54;"CÚCUTA";54001;1993;9;"Incidente";"Sin informacion";"Rural";7.888937;-72.502871;"";"POINT (-72.502871 7.888937)";"1993-09-01";34213
"Desminado militar en operaciones";"CALDAS";17;"SAMANÁ";17662;2007;8;"Incidente";"Sin informacion";"Rural";5.411801;-74.989572;"Sitio Yarumal";"POINT (-74.989572 5.411801)";"2007-08-01";39295
"Accidente por MAP";"ANTIOQUIA";5;"SAN CARLOS";5649;2004;7;"Accidente";"Sin informacion";"Rural";6.187566;-74.993636;"Vereda San Carlos";"POINT (-74.993636 6.187566)";"2004-07-01";38169
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANORÍ";5040;2014;5;"Incidente";"Sin informacion";"Rural";7.233611111;-75.02361111;"Vereda Madre Seca";"POINT (-75.02361111 7.233611111)";"2014-05-01";41760
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO CAICEDO";86569;2011;8;"Incidente";"Sin informacion";"Rural";0.757222;-76.585;"Villa Flor";"POINT (-76.585 0.757222)";"2011-08-01";40756
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2004;1;"Incidente";"Sin informacion";"Rural";2.552222;-72.735833;"";"POINT (-72.735833 2.552222)";"2004-01-01";37987
"Incautaciones";"TOLIMA";73;"DOLORES";73236;2009;11;"Incidente";"Caleta";"Rural";3.7025;-74.681111;"El Amparo";"POINT (-74.681111 3.7025)";"2009-11-01";40118
"Incautaciones";"CAUCA";19;"PURACÉ";19585;2005;11;"Incidente";"Sin informacion";"Rural";2.338571914;-76.49758654;"";"POINT (-76.49758654 2.338571914)";"2005-11-01";38657
"Sospecha de campo minado";"NARIÑO";52;"EL ROSARIO";52256;2013;9;"Incidente";"En cerca a edificio residencial";"Rural";1.743935;-77.334289;"El Rosario";"POINT (-77.334289 1.743935)";"2013-09-01";41518
